,transmitance_filename,PDMS #,RPM,RPM_std,thickness (um),thickness_std
0,12-09-24_trans_PDMS_4k_1min.TRM,test1,3726.713825413873,1.8899683829480904,14.867579908675804,0.0
1,12-09-24_trans_PDMS_5k_2min.SSM,test2,5523.750090442081,3.3705773483277386,7.624399953167079,0.0
